N,P,K,temperature,humidity,ph,rainfall,crop_fertilizer
112,112,133,27.96346586310824,62.72236057037334,4.6389597897791255,262.2899618561641,Rice || Urea
43,38,165,23.404835006397427,81.70035374405353,4.5644328741973474,191.8223843931993,Sugarcane || Muriate of Potash
101,60,158,37.41490271343122,91.47288164724114,4.9681802908253045,95.74377419140606,Sugarcane || Muriate of Potash
104,13,131,33.00450678778351,86.71281986709543,5.23970407509127,255.3958923509019,Rice || Urea
81,64,119,31.1726585521106,68.85701010400592,4.954349269514699,247.06925096113375,Rice || Urea
48,80,22,25.963074183291333,59.617568176636794,5.866104301685455,162.17999360558838,Maize || NPK 15-15-15
127,101,164,33.83994177571293,54.97739686228509,8.358491422468072,143.98017824698007,Cotton || Ammonium Sulfate
12,37,109,20.82239372704849,42.497393965041084,6.5368901533083115,130.4454359161861,Wheat || DAP
132,13,144,30.431376932106218,41.393074832966775,7.010224095482586,209.7443004799454,Rice || Urea
59,31,31,37.83838335983248,76.30145749481946,5.925545914092113,201.1998537302729,Cotton || Ammonium Sulfate
21,85,83,20.18035163231517,50.58766497026962,5.793951046572584,87.08334566511488,Maize || NPK 15-15-15
63,54,190,29.52445590698315,50.279701185946806,4.592587087660034,201.14992751208672,Cotton || Ammonium Sulfate
66,76,216,33.952186467961944,94.89170326866714,6.501334622704089,100.58348658448959,Sugarcane || Muriate of Potash
121,95,216,35.81099716711748,46.27555747242772,6.434436027006665,44.454000765646136,Cotton || Ammonium Sulfate
56,117,141,30.66624996444265,43.88358556932978,5.131322904724492,207.81008260897048,Cotton || Ammonium Sulfate
94,75,32,19.37380600884554,40.921113665595236,7.557296000826815,194.7504645905799,Rice || Urea
75,97,128,20.483335940792607,69.78832071000777,6.470697321244012,138.59422296984195,Sugarcane || Muriate of Potash
84,43,79,12.53970883522307,72.67182956012608,5.855975880646293,166.16465342068147,Cotton || Ammonium Sulfate
112,100,93,31.783035419459253,56.91367557541292,5.087635636091708,267.32060600938235,Rice || Urea
47,64,110,13.111229757610737,67.12480013068807,6.708643307884049,182.84804341730504,Wheat || DAP
59,114,93,34.480961219671386,82.30397185669474,7.5112681043552385,197.89214448076754,Maize || NPK 15-15-15
107,10,213,15.085175976338009,84.0862500993049,5.627997410739887,55.33871702779386,Sugarcane || Muriate of Potash
91,81,170,16.468789315534032,92.4747245429389,5.37517740630689,79.83867056203006,Sugarcane || Muriate of Potash
39,96,37,24.38968824163817,84.45607915537246,6.587739856258308,112.22854633878116,Maize || NPK 15-15-15
88,47,145,31.1848907943873,68.8904862030456,5.121373210040067,169.45103632675435,Sugarcane || Muriate of Potash
100,15,10,15.614057335176021,45.77941795021076,7.16645354637714,226.38181503599708,Rice || Urea
61,95,174,23.44184795172896,40.98581346217054,6.921374511776921,117.09781066926088,Cotton || Ammonium Sulfate
88,34,72,24.554133134662724,38.27071339465155,4.8483281983657145,125.53178331490574,Cotton || Ammonium Sulfate
39,91,31,17.519426683383372,74.99154990712302,4.646081517525495,101.47621244169972,Maize || NPK 15-15-15
115,26,79,15.004517793696426,83.45217532387959,6.98115461035434,101.10623903087341,Wheat || DAP
60,70,134,33.74694399762663,65.52103704104474,5.677175095954963,267.72732301475116,Sugarcane || Muriate of Potash
90,21,158,25.064106893831905,38.2828504900184,4.845783012693595,192.50972310853362,Rice || Urea
38,15,105,12.373912135587977,67.1282344754803,7.537714819825946,77.41629844958723,Wheat || DAP
83,99,172,32.8775138340367,91.14495569147303,5.7561760120705765,213.33965874022238,Rice || Urea
26,36,88,37.500638940779204,70.85679145594763,6.338398198552895,213.28507440640695,Cotton || Ammonium Sulfate
93,17,14,27.75408108077043,83.5656493077689,5.4472517098150774,199.9528470528892,Rice || Urea
78,92,69,25.09641806418584,83.00915890350504,7.009268313431859,72.33290682175927,Maize || NPK 15-15-15
43,115,129,34.838812439169004,90.92774598683917,5.705953661417437,137.91795603270086,Sugarcane || Muriate of Potash
15,74,55,36.765436531799566,81.2137259389924,8.372083844910513,65.62151931865915,Maize || NPK 15-15-15
62,66,187,31.617959813463973,79.86203084078537,7.311790194467626,235.98892098211275,Sugarcane || Muriate of Potash
135,102,185,23.581776173091484,49.046159898238436,5.046889105493863,197.24131436270062,Rice || Urea
52,118,143,27.39775638261745,38.595509319264885,6.1667793586938675,161.72894482427643,Cotton || Ammonium Sulfate
124,122,65,30.22431949046798,66.05596790322846,6.041684398919514,122.32371436014319,Maize || NPK 15-15-15
120,108,119,17.051112846046838,42.46605247680531,6.636988442881533,84.21987387866402,Wheat || DAP
89,49,196,23.62722683762739,92.73175257667947,7.867722697917014,65.5474213199459,Sugarcane || Muriate of Potash
104,23,166,33.57535288264941,52.39548575798172,6.8336880607320065,272.6177458088559,Rice || Urea
127,44,208,29.02285906095952,86.17665220305759,4.746226710399997,87.91567406944553,Sugarcane || Muriate of Potash
17,57,113,22.691305747508206,58.25747751214756,7.12166278721142,54.36991041313256,Cotton || Ammonium Sulfate
113,118,86,29.247425884381716,54.39165499144265,4.533061191783434,270.8000253237991,Rice || Urea
34,93,155,15.073782713883958,91.10951434259727,7.619841842161572,171.7484179258785,Wheat || DAP
105,65,11,22.438937874686786,56.79935432517344,7.166544289644968,231.1976163978743,Rice || Urea
102,58,17,32.621341987039465,58.41727451978819,5.735142633410344,50.50380332759645,Cotton || Ammonium Sulfate
70,22,84,17.73322846555285,41.36550677677455,5.6697672183580625,176.06700579511713,Cotton || Ammonium Sulfate
131,70,191,16.83499919649286,75.22679991695055,7.693091986185222,135.57039138831885,Wheat || DAP
60,111,134,36.72128515782722,52.33036486865081,7.633346767698482,225.27146424397205,Cotton || Ammonium Sulfate
30,58,47,17.457338369242,70.13625007037044,5.909209417507039,49.22215495337406,Cotton || Ammonium Sulfate
14,55,185,18.78388307090437,70.48110224319257,5.695790912319121,136.40573645478744,Sugarcane || Muriate of Potash
101,122,36,37.21001441151279,78.15198173574602,6.73929915553116,231.77762067668704,Rice || Urea
70,71,29,31.102422826890667,79.71448917034647,4.533462639936577,165.4473435132088,Maize || NPK 15-15-15
31,17,149,30.189509858611732,65.86714606409237,4.830668151946169,172.00929783966495,Sugarcane || Muriate of Potash
79,52,52,34.17608598021911,54.85951685620418,5.004678360594947,63.31952367183172,Cotton || Ammonium Sulfate
10,29,198,15.01140013815665,85.24705369008403,5.241647271308697,71.75933346882192,Sugarcane || Muriate of Potash
21,106,40,30.354862151080187,53.59193896450908,6.548072506701876,202.4799052877886,Maize || NPK 15-15-15
99,99,100,25.095903842534213,65.45054566815989,8.468967659444488,202.01118934958077,Rice || Urea
55,48,70,33.557916647387636,59.07515499222368,7.110453606989414,274.9848146205456,Cotton || Ammonium Sulfate
43,94,211,25.211684685295054,86.30470315818128,4.745195177796894,210.86871713573208,Sugarcane || Muriate of Potash
87,126,204,28.126275210991714,60.915111868749726,6.602317496248967,158.37843902402736,Sugarcane || Muriate of Potash
54,58,118,24.421295286387934,58.16595133024906,6.486580849558018,245.7586776480527,Cotton || Ammonium Sulfate
82,73,100,24.432132012451945,76.38942157385824,5.076671263272198,65.07351659582469,Cotton || Ammonium Sulfate
35,71,172,31.96721942960762,71.14646659168656,8.181089475209632,147.8309970151011,Sugarcane || Muriate of Potash
56,115,104,28.342726416829365,41.43481000975076,6.263060990701476,108.90618662261674,Cotton || Ammonium Sulfate
130,116,152,28.46484324184467,65.4901283806378,8.478236562438958,65.11307366263014,Sugarcane || Muriate of Potash
65,63,153,23.707344579619672,79.12870329999487,6.180289181008657,223.2405003328879,Sugarcane || Muriate of Potash
103,114,22,25.808846904775717,94.52448587548137,6.9318308107344375,162.59008731973213,Maize || NPK 15-15-15
116,18,122,31.388659321324468,72.74881003821915,4.919050145805761,173.62449277539775,Sugarcane || Muriate of Potash
72,97,44,33.474463896909874,57.21758398647907,6.316911295227477,138.70124509847898,Maize || NPK 15-15-15
57,46,212,30.1105964557452,48.5690959881271,5.455063576015894,150.48093558465644,Cotton || Ammonium Sulfate
70,58,196,36.02589770998776,87.36981404919922,7.8422591942849404,67.84417290952075,Sugarcane || Muriate of Potash
90,50,158,33.32842629182723,83.87391272681016,7.635678339470159,201.50027782887435,Rice || Urea
35,26,191,26.60845853504748,49.035369246763096,7.796719998501434,143.78736630525128,Cotton || Ammonium Sulfate
45,97,212,29.45655788873716,47.03792540879441,7.394437751031806,236.02421755109998,Cotton || Ammonium Sulfate
10,30,167,36.0840151999511,77.90820660867054,7.830732894480205,87.10892803433826,Sugarcane || Muriate of Potash
17,60,57,28.098369150319517,53.897123715125566,5.303315000699683,89.21322242052058,Cotton || Ammonium Sulfate
122,68,44,33.444980647475596,53.38392790171747,6.308175106319206,194.98229716736506,Rice || Urea
108,48,95,29.909073093339664,44.13741482405932,7.267387519783872,243.04082161537525,Rice || Urea
56,64,175,26.35034538757213,50.83853118258979,7.049569991740539,153.32748126836208,Cotton || Ammonium Sulfate
136,50,168,18.287793080799183,60.650453455558974,7.3654179314963475,214.468928495944,Rice || Urea
65,48,215,23.075935506179132,78.97030023634494,5.397033532604927,279.8391811583406,Sugarcane || Muriate of Potash
23,22,161,37.16131344567661,55.17848566482499,4.893738836179959,277.66375353494277,Cotton || Ammonium Sulfate
37,73,123,29.1018999650876,54.71626036879056,8.167226312299105,218.64084227720804,Cotton || Ammonium Sulfate
87,20,186,26.67427988881373,52.09479515314615,6.740687582269434,217.5007575227797,Rice || Urea
139,119,109,36.25687226373391,63.69702005066258,5.115303698029644,99.42853292773736,Cotton || Ammonium Sulfate
118,28,169,27.249306306973665,45.83820187647892,7.673746327549447,240.0495115705057,Rice || Urea
23,20,192,25.67814547885248,64.13784404192754,8.15971974651713,137.22451049130893,Sugarcane || Muriate of Potash
65,86,216,31.742082233905336,77.2505333716814,5.178254074284436,270.8785383680374,Sugarcane || Muriate of Potash
124,55,195,30.529306093650156,36.78743024195733,7.769649821076442,59.54264528966452,Cotton || Ammonium Sulfate
16,54,108,17.022160218619252,35.58676281834571,8.232900245276513,144.60168852945424,Wheat || DAP
12,10,12,24.25401513892715,39.507374609270556,8.25344640118407,173.40171704403966,Cotton || Ammonium Sulfate
120,49,217,24.285401513309218,67.13960370368673,8.156625846614006,137.23748970067956,Sugarcane || Muriate of Potash
116,117,206,21.833837396326963,86.2673049911242,6.685684049440411,90.5390057211864,Wheat || DAP
27,28,94,25.449630535958583,35.293067961215115,5.924845269015477,182.31723730780237,Cotton || Ammonium Sulfate
47,85,134,22.74079234090575,91.19967827508086,4.529091230776038,221.42029951003303,Sugarcane || Muriate of Potash
124,81,147,17.182982726250764,41.376710694232145,4.743648907486108,194.76126304484714,Rice || Urea
24,81,92,22.72152866914171,85.51901168349357,6.215356061189563,96.26772371392948,Maize || NPK 15-15-15
128,70,34,13.879200636902592,63.9712858989768,6.097304585566041,215.58590664844576,Rice || Urea
37,126,77,26.9704324321347,74.56144323673064,5.238855638279533,101.65547345069518,Maize || NPK 15-15-15
48,118,70,34.195018272468914,65.64097906683094,6.081920112126627,82.0485671017696,Maize || NPK 15-15-15
26,21,38,30.857464193218437,63.62289351076128,5.198600261821472,205.7603237052933,Cotton || Ammonium Sulfate
95,70,136,21.370245041406893,85.09396570186348,7.895165011103362,242.26893906734298,Rice || Urea
135,121,28,14.263851345010012,80.35318277406898,5.692779511502396,155.56946744717786,Maize || NPK 15-15-15
53,42,180,17.25588437985704,64.00413419138025,6.89425740063324,167.53403035322506,Wheat || DAP
34,54,203,26.18274885286573,41.698155763763694,6.511372247996347,112.6594169130958,Cotton || Ammonium Sulfate
22,99,83,17.383484167958855,41.924177558864486,4.707528310375968,158.70832362640772,Maize || NPK 15-15-15
34,112,70,26.143300893409155,83.09236764314453,8.268934877964664,71.67591952297772,Maize || NPK 15-15-15
77,101,180,18.02157464386137,66.763437280852,6.608903913001933,269.39939912391765,Wheat || DAP
76,78,162,34.07202060637789,63.895348413161756,5.800230573567261,232.0865568775831,Sugarcane || Muriate of Potash
118,17,29,22.32905829385195,75.8340104816429,5.132506278532273,200.31353459732435,Rice || Urea
120,34,57,18.384316274556767,86.53049500485562,5.8541065389073434,169.16664920425671,Cotton || Ammonium Sulfate
120,100,96,33.120480686423605,72.73238866479832,4.582046412093558,230.12059269471146,Rice || Urea
43,55,161,20.91381308494172,80.77087414078875,5.95423262139319,158.74173750059305,Sugarcane || Muriate of Potash
120,96,148,14.898679883808331,80.91623144701742,6.625943709218019,111.9937379570878,Wheat || DAP
17,39,119,26.83064677649468,56.37568692757755,7.987464983403779,78.48981644000129,Cotton || Ammonium Sulfate
122,118,192,27.12066931538771,51.44499173845974,7.2494976707911905,195.42054131243376,Rice || Urea
92,56,37,30.58208755612909,83.06984403050953,4.946329252532966,263.06217880636336,Rice || Urea
51,96,206,18.245705263418024,57.630727507054615,5.090985297751844,76.86845284104427,Cotton || Ammonium Sulfate
110,58,200,23.538054816398372,89.20016039136232,6.212493471273499,83.20433081219363,Sugarcane || Muriate of Potash
15,56,68,19.341565895109063,39.181441803807175,5.282831006555151,144.0654480182884,Cotton || Ammonium Sulfate
35,93,142,14.104797139007891,38.49305072452038,4.611399110331023,233.65584350072535,Cotton || Ammonium Sulfate
73,91,60,34.79195950241318,90.6202496060845,7.720059520472281,110.54145495316111,Maize || NPK 15-15-15
68,27,158,30.95061491669687,73.90729485088609,4.578090282791976,100.93910192080675,Sugarcane || Muriate of Potash
118,75,21,19.83803954592882,57.77596138689994,7.822758420792056,188.79190995108013,Rice || Urea
130,77,59,27.583697814671645,80.30362488897097,5.0764158521318645,168.54754764983966,Maize || NPK 15-15-15
42,103,141,17.232858491496284,75.33960859961847,8.398713643228465,54.4528874668567,Wheat || DAP
30,42,122,35.146152166690044,66.87206280917577,6.915495647304761,59.55759455422637,Sugarcane || Muriate of Potash
79,45,179,14.987564927409668,40.93240055975908,7.439931886519582,194.32311524434388,Wheat || DAP
121,91,175,12.099765783202823,83.7307752375651,4.94193451187226,151.62966379546708,Sugarcane || Muriate of Potash
13,110,162,25.052213141218736,86.96139144083747,7.94841629380592,273.0345259813953,Sugarcane || Muriate of Potash
103,28,23,27.161323409774603,45.33012131315895,7.856769371486154,202.84753857521554,Rice || Urea
84,120,212,27.053098327690915,86.030699118624,7.111970926166871,42.41767887837555,Sugarcane || Muriate of Potash
71,37,41,13.417310113383483,87.67083866099385,6.50909945838155,155.44450715211082,Wheat || DAP
103,49,148,20.165138979879245,67.96571673731097,7.38595669252669,139.46750440851508,Wheat || DAP
104,93,198,24.979172617874628,74.37074217336122,4.523712861347512,65.61132639850449,Sugarcane || Muriate of Potash
64,122,155,17.631058826308262,57.934239200869484,6.869763021593838,261.5701206093256,Wheat || DAP
40,106,164,34.688273022633304,51.90749885055596,7.889624539716946,233.20271177961368,Cotton || Ammonium Sulfate
49,85,64,14.264841525997285,78.31898881709868,5.927599548699019,95.22061802080046,Maize || NPK 15-15-15
45,124,191,24.671995483473115,86.71250894094848,4.933157425931667,101.43538212231933,Sugarcane || Muriate of Potash
15,24,219,29.976817495341955,74.24465317734484,6.183508998972824,47.68433279666823,Sugarcane || Muriate of Potash
75,50,129,18.805528603496544,65.69543663879296,7.408417796234028,111.21218837896983,Wheat || DAP
84,48,84,28.23025916193547,44.535486010650295,4.92920484148269,180.30928213920487,Rice || Urea
13,11,30,33.564013903701735,38.20752275628909,5.3241942408515595,141.00241321280038,Cotton || Ammonium Sulfate
88,72,181,16.948761352471237,61.741507414804786,5.0902073873148,272.6213112927234,Rice || Urea
127,38,142,35.847735387446434,37.96097382184528,7.6877910223009,53.45924062328101,Cotton || Ammonium Sulfate
122,114,96,26.392521849221307,69.16007791443351,4.751570489809947,181.94323813576256,Rice || Urea
103,83,178,19.780032111827573,57.963751479066275,7.246346008457731,245.99426572169153,Rice || Urea
71,75,68,23.20231515993904,80.43134718091817,5.9658276830127654,155.37781897833344,Maize || NPK 15-15-15
88,60,98,20.116988978446088,53.338909810171,7.52316497154121,40.711052934495235,Wheat || DAP
35,84,191,30.85289015826622,70.57896205804593,8.35753367513615,98.27235995830605,Sugarcane || Muriate of Potash
53,86,211,32.703817248793435,67.26101130530603,4.95818119834593,117.70455416031187,Sugarcane || Muriate of Potash
79,19,159,33.65637220028519,35.28274553133447,5.757540164269834,271.838678693791,Cotton || Ammonium Sulfate
127,23,92,37.62997448922927,39.34336389585862,7.740501710875428,258.8255876412878,Rice || Urea
77,91,74,32.57339160491377,52.42209274916123,5.564633544204706,267.8009212258313,Maize || NPK 15-15-15
28,60,73,27.63598583790265,87.93410486124591,5.360482388184163,238.1820298280724,Cotton || Ammonium Sulfate
29,127,80,20.819727758186378,43.82089729398672,7.801511911475886,124.39545618733705,Maize || NPK 15-15-15
122,82,13,26.159481666479486,77.6536598276325,8.448329456023881,257.4103413030881,Rice || Urea
56,48,202,13.06777249255054,93.40199396913724,6.727522360591863,275.6042814248917,Wheat || DAP
10,37,152,31.36545196377774,82.43405316146931,5.6121949933333575,124.0171149459887,Sugarcane || Muriate of Potash
99,12,113,23.594844172394644,49.57672170122264,6.0942638464002155,102.53343183674774,Cotton || Ammonium Sulfate
73,93,213,12.520603973036877,89.5019156247849,5.180521309534436,171.25991026773312,Sugarcane || Muriate of Potash
47,79,159,13.62518047927068,40.586429390503405,7.54754911556301,84.9165262237432,Wheat || DAP
46,36,184,22.074128059365673,63.08851651224415,7.593896071291072,47.829813137531254,Sugarcane || Muriate of Potash
135,126,218,27.16895949447931,88.25251446358482,8.000483969529977,266.9994810678087,Rice || Urea
109,11,102,24.069302672755292,73.47594255541219,4.6064102543862555,262.1777517859406,Rice || Urea
86,102,183,28.099312249596025,59.81867388366193,6.747925366505517,79.03692490290905,Cotton || Ammonium Sulfate
12,47,151,24.48765072857525,52.56877200423013,5.357021737372738,137.85765926313266,Cotton || Ammonium Sulfate
19,12,187,29.204299982515014,57.505964319101,5.863532061969428,239.44871518544454,Cotton || Ammonium Sulfate
14,25,157,17.697277681440823,65.53650686055718,7.63982246114603,198.64007171700473,Wheat || DAP
139,103,187,14.933922866774157,54.142635792368445,5.268134609445985,134.74900220097135,Cotton || Ammonium Sulfate
22,49,121,27.507282820267157,93.13807172493799,7.053367002324359,218.60103932387656,Sugarcane || Muriate of Potash
139,11,170,24.601927440343992,90.9846591839687,7.118264764894393,255.2913731704458,Rice || Urea
93,90,128,12.698559005168317,87.24028809285925,8.316375659609204,262.2779993262083,Rice || Urea
74,50,68,21.892529022818934,60.30979013135921,7.600643714115748,130.92390686132535,Wheat || DAP
72,21,52,14.759265222765883,76.47810616011373,7.714540588614774,81.65456321747654,Wheat || DAP
110,44,216,25.815277625570076,89.16975842215788,6.626402996071574,259.081325966554,Rice || Urea
82,116,21,22.2902196711712,86.02576926073567,5.247123228649483,62.21330700664679,Maize || NPK 15-15-15
26,74,49,27.941949688678466,59.85962084121246,6.202253462873406,213.20521389475928,Maize || NPK 15-15-15
18,64,127,32.945657688026195,41.74316295933564,6.6979582940472815,73.71935556659238,Cotton || Ammonium Sulfate
47,54,29,19.79138577987876,39.53782183007297,7.21367700685485,133.45284512024614,Wheat || DAP
103,88,175,37.01465470829071,69.62384271354216,6.930836447327708,138.77337917080655,Sugarcane || Muriate of Potash
104,99,140,25.926497015276937,73.5576761126559,6.075911315668974,78.1018996269,Sugarcane || Muriate of Potash
58,110,165,28.075560767624488,85.99055627582145,5.561252427983366,261.44354416158683,Sugarcane || Muriate of Potash
78,94,193,29.697481703869162,52.55090122046187,5.172923372814733,40.6403603222287,Cotton || Ammonium Sulfate
71,71,99,29.335019776297333,45.04822943300255,7.275381545089065,254.51405037199135,Maize || NPK 15-15-15
87,58,103,25.285239319171616,57.74034999069197,7.08159469724994,252.11903763411652,Rice || Urea
126,104,22,23.14787156898177,56.2145074179365,7.2494898630312266,116.07127688752038,Maize || NPK 15-15-15
129,34,214,13.398331068611826,42.94813724107129,5.9901098112111795,209.02822477102612,Rice || Urea
85,32,75,12.574231977830673,75.33695915078913,5.54963129028298,100.67413871159573,Cotton || Ammonium Sulfate
44,33,46,21.30699105785188,65.52151644376255,7.538885314723702,222.10565494094521,Wheat || DAP
10,47,186,20.67518315647601,78.26736536688597,7.594589580221337,174.6687380290584,Wheat || DAP
49,37,75,22.080074025814177,56.161467210184085,6.3224654958673625,112.054109019438,Cotton || Ammonium Sulfate
73,30,45,15.59757322309294,54.542132694662136,6.947616339069297,136.0563408730371,Wheat || DAP
69,63,191,31.192375033957934,63.35455118263134,5.994078656926964,205.57329573721685,Sugarcane || Muriate of Potash
73,116,35,34.28107478418221,87.64444072370881,7.307788800479226,257.46338791450796,Maize || NPK 15-15-15
102,27,84,36.40658051972491,37.41687840403882,7.842886386591485,71.37436397614591,Cotton || Ammonium Sulfate
81,45,209,24.80141989151027,83.28996903778832,7.252933109342598,177.1273527205977,Sugarcane || Muriate of Potash
20,108,117,30.222508177261144,57.13925675946539,6.550330507388546,100.8950078697082,Cotton || Ammonium Sulfate
114,54,177,34.24432920933268,86.27714154730866,6.334631837969481,232.3293399701102,Rice || Urea
23,128,52,22.875568888430635,83.13218053015139,7.069278603902977,56.85695340867546,Maize || NPK 15-15-15
69,82,159,20.044732666631553,55.92567484376531,7.219243566405321,205.34938964108076,Wheat || DAP
39,62,157,36.35483845219075,76.63259211929696,6.734917774098156,81.98704328584715,Sugarcane || Muriate of Potash
44,111,17,25.4075903280039,44.577965406406406,6.99976910042958,183.132500416775,Maize || NPK 15-15-15
14,39,38,24.928601051362826,88.77689312982727,4.8863547299781285,240.56622092624607,Cotton || Ammonium Sulfate
92,69,49,16.63881851065089,59.26946386711457,8.307062064569307,221.2193589092031,Rice || Urea
132,117,167,14.812030378907275,62.33753692131201,7.663092254928136,220.70629304407294,Rice || Urea
87,107,218,33.8947784245713,77.3455430622191,5.995711478827135,164.28287492485725,Sugarcane || Muriate of Potash
71,41,137,27.96746258087547,84.25041420229105,6.75125044381452,253.7789420439331,Sugarcane || Muriate of Potash
98,76,93,20.471439184505666,49.18056459969257,4.689298120545685,181.1452475780795,Rice || Urea
51,76,125,16.98514165214693,74.68100839261973,4.664911255996241,260.20431245189695,Sugarcane || Muriate of Potash
98,37,192,26.44292928441042,58.519882633348914,5.503193340447851,171.16538987978024,Cotton || Ammonium Sulfate
49,53,153,27.18190152078952,57.12217544023768,7.258806569458493,161.4317351248007,Cotton || Ammonium Sulfate
81,88,183,17.38183363237151,76.40154943643928,7.908590991200047,93.36472461047548,Wheat || DAP
48,50,71,34.13654944517832,58.230996449356056,6.7367435199193935,170.7487969672492,Cotton || Ammonium Sulfate
113,72,16,14.19087352005213,55.76651000986446,6.62853095832941,73.74035949973528,Maize || NPK 15-15-15
23,32,217,21.258420214326964,85.15330448757454,6.109238135165864,248.7256483022909,Sugarcane || Muriate of Potash
41,113,54,29.689994757825573,41.07656742986038,5.146391823832085,202.21405328999043,Maize || NPK 15-15-15
134,84,196,19.12712945929922,75.55355736981264,4.9734164053063505,278.47250763830607,Rice || Urea
106,57,193,33.51955506431307,49.923523627437476,7.542719044883864,62.10338266972555,Cotton || Ammonium Sulfate
32,41,185,31.23656349161049,35.92989450957142,8.210014205186303,97.76145996286886,Cotton || Ammonium Sulfate
72,66,164,32.51459395825149,45.00585613236152,6.3331328655450925,250.51806502387342,Cotton || Ammonium Sulfate
62,127,190,15.096769932794622,71.39969178655207,7.137782634862553,134.86098394454024,Wheat || DAP
113,109,97,15.654225327884117,77.54763148915625,8.157830603523765,151.9127175956554,Maize || NPK 15-15-15
113,42,82,19.448317181359172,36.263467013379206,4.860454531736578,246.55645297302806,Rice || Urea
48,33,172,25.47000629513659,37.18552659810321,7.581925812476119,165.23757398798853,Cotton || Ammonium Sulfate
76,48,188,31.448417994184464,89.15252689057718,6.9672675375023,86.43420385944836,Sugarcane || Muriate of Potash
51,43,46,33.74980315978349,39.39834908682319,6.894548715319445,254.08722769834742,Cotton || Ammonium Sulfate
24,65,218,30.312718214886694,88.65092951699427,5.670161713926279,47.45479754152804,Sugarcane || Muriate of Potash
120,37,128,36.1435189197966,48.68995482505434,7.2355734191107075,254.89510423442638,Rice || Urea
42,46,66,31.207331250014185,79.40106800949277,7.679191019283106,52.124854401360324,Cotton || Ammonium Sulfate
47,16,17,19.962965062119984,53.583994936760725,4.951432659774788,199.80384750403076,Cotton || Ammonium Sulfate
106,77,216,18.892113392802887,86.52512153655104,6.634085723923935,57.20305112208032,Wheat || DAP
42,46,104,30.101003707828337,77.02729192546147,4.905060723949639,209.49111663161574,Cotton || Ammonium Sulfate
95,65,126,17.01463478592997,59.108807516101706,7.990296077190578,48.15311711990822,Wheat || DAP
75,74,119,14.410585081067017,39.57814725044477,6.53054689062539,242.189854650589,Wheat || DAP
19,74,29,25.83779474626104,78.96201103224843,7.73186275704303,151.82654822319634,Maize || NPK 15-15-15
14,56,133,33.36268081425284,72.0130853579109,5.972342550664857,62.4289390405307,Sugarcane || Muriate of Potash
132,29,62,14.635875904216451,35.17470307002733,5.000312907265302,209.63666680243455,Rice || Urea
83,28,128,32.589174418688955,35.565191358346716,4.665997217542846,157.42963780090298,Cotton || Ammonium Sulfate
106,38,21,33.100872113140255,83.52757839156163,5.626038483089502,85.8277261301063,Cotton || Ammonium Sulfate
127,83,186,24.539124002120133,50.56398432811123,5.476934801456315,43.76136973329419,Cotton || Ammonium Sulfate
47,69,26,13.490068060272657,73.16802006368394,6.741407896079847,140.31958233412894,Maize || NPK 15-15-15
56,27,73,16.539336132426847,62.25286518591484,4.586955352254829,60.55101537484853,Cotton || Ammonium Sulfate
118,101,51,30.39308315421024,86.80580087130603,6.582282177196694,62.600727579336926,Maize || NPK 15-15-15
24,44,103,30.506226569764685,90.01766678614932,6.067086968048013,104.15909160704244,Cotton || Ammonium Sulfate
14,52,166,35.3572371543593,94.80846276073125,6.808489079657768,191.30999133818185,Sugarcane || Muriate of Potash
56,120,156,27.149839810419152,44.22104814843481,7.3096701126014585,167.17854605462782,Cotton || Ammonium Sulfate
77,104,20,15.226791560558212,86.77784278852852,7.036367780319356,56.55695398208334,Maize || NPK 15-15-15
85,100,107,15.156787543129276,50.96128260372811,8.438577477493466,272.42350621419274,Rice || Urea
139,20,187,30.749441291277417,70.44895249373046,5.053061375507484,252.92048519070187,Rice || Urea
104,58,80,16.77840129280543,65.34637003215266,6.218948035719114,102.21411691483797,Cotton || Ammonium Sulfate
124,122,117,20.538022990031738,36.07928789434326,6.199322946573245,69.3612582309139,Cotton || Ammonium Sulfate
45,47,67,24.667512179969762,90.96627679436568,6.168212814811683,266.17668754167767,Cotton || Ammonium Sulfate
35,73,43,12.643886816979931,39.69962330895311,7.155193568170674,150.67402669136797,Maize || NPK 15-15-15
52,78,29,18.469294702518226,76.29313516446415,6.45931224218689,114.68007154514459,Maize || NPK 15-15-15
36,17,59,22.60512982118928,82.10041017249571,6.569730239251852,157.68592843964495,Cotton || Ammonium Sulfate
78,43,111,19.270544280823362,82.71727094286106,6.229423968587058,225.45859469113893,Cotton || Ammonium Sulfate
20,57,147,15.54562851415671,43.12967113573069,8.46679784407425,80.41247159273308,Wheat || DAP
83,125,169,30.928318702701134,61.854197030478325,8.210245395276168,224.1990000422337,Rice || Urea
113,65,61,33.14183903436761,84.76573222603879,5.730896757457484,219.86722910412772,Rice || Urea
47,85,24,18.694453379736846,53.16075262272528,4.946375699066669,169.44356916181113,Maize || NPK 15-15-15
32,111,93,32.13490685976389,63.06492052247982,7.859058896154412,247.8021492998996,Maize || NPK 15-15-15
56,74,140,22.02439267443416,51.36763356199074,8.488681005702897,71.71441076076653,Cotton || Ammonium Sulfate
99,40,46,25.173830562204074,62.81308507311945,5.670435576158582,182.91496159976154,Rice || Urea
55,13,135,34.25602794722197,88.2702753555728,5.931139703367065,147.8423326004372,Sugarcane || Muriate of Potash
